run,model,train_size,fit_time,predict_time,memory_usage,score_sklearn,score_sql
1,BC,0.1,5.46897029876709,4.5514912605285645,0,0.666965085049239,0.666069829901522
1,LR,0.1,7.10488224029541,0.3990919589996338,8070,0.6338406445837064,0.6338406445837064
1,MNB,0.1,7.59190034866333,0.363081693649292,7595,0.6642793196060878,0.6642793196060878
1,DT,0.1,1.8411896228790283,15.284317255020142,6342,0.5326768128916741,0.5326768128916741
1,BC,0.2,4.062493324279785,3.9287164211273193,0,0.6894001643385373,0.6877567789646672
1,LR,0.2,14.52288007736206,0.16005158424377441,4415,0.6680361544782252,0.6680361544782252
1,MNB,0.2,14.603950262069702,0.14001774787902832,4154,0.6795398520953163,0.6795398520953163
1,DT,0.2,3.5748703479766846,18.36168885231018,3844,0.6335250616269515,0.6335250616269515
1,BC,0.3,4.648746967315674,4.038015604019165,0,0.6997672614429791,0.6982156710628394
1,LR,0.3,22.733025550842285,0.18405437469482422,4441,0.6640806826997673,0.6640806826997673
1,MNB,0.3,20.805634260177612,0.16402125358581543,4177,0.6733902249806051,0.6733902249806051
1,DT,0.3,5.685498476028442,19.413358688354492,4769,0.6431342125678821,0.6431342125678821
1,BC,0.4,5.318958282470703,4.668660402297974,0,0.7315384615384616,0.7346153846153847
1,LR,0.4,27.302759408950806,0.18213462829589844,4445,0.7223076923076923,0.7223076923076923
1,MNB,0.4,25.865907430648804,0.17503952980041504,4181,0.7223076923076923,0.7223076923076923
1,DT,0.4,7.757723331451416,21.49869680404663,3794,0.7,0.7
1,BC,0.5,5.091153144836426,4.502819061279297,0,0.7358062074186222,0.728993186979561
1,LR,0.5,37.20553541183472,0.1710371971130371,4453,0.7342922028766087,0.7342922028766087
1,MNB,0.5,31.081111907958984,0.1600353717803955,4188,0.7108251324753975,0.7108251324753975
1,DT,0.5,8.497257709503174,22.08798360824585,3834,0.7047691143073429,0.7047691143073429
1,BC,0.6,5.229226589202881,4.7314558029174805,0,0.7390977443609023,0.7368421052631579
1,LR,0.6,43.22751212120056,0.18903064727783203,4457,0.7308270676691729,0.7308270676691729
1,MNB,0.6,36.37336874008179,0.17904233932495117,4191,0.718796992481203,0.718796992481203
1,DT,0.6,10.451605081558228,22.492144346237183,7240,0.7203007518796992,0.7203007518796992
1,BC,0.7,5.831819534301758,4.8154377937316895,0,0.7490664675130695,0.7475728155339806
1,LR,0.7,48.21826982498169,0.20210504531860352,4460,0.7371172516803585,0.7371172516803585
1,MNB,0.7,41.34935212135315,0.1860795021057129,4194,0.7214339058999253,0.7214339058999253
1,DT,0.7,11.783382415771484,22.40323543548584,3891,0.7326362957430919,0.7326362957430919
1,BC,0.8,5.776311159133911,4.726506948471069,0,0.7570579494799405,0.7555720653789004
1,LR,0.8,56.90611791610718,0.2790651321411133,4462,0.7436849925705795,0.7436849925705795
1,MNB,0.8,49.17862415313721,0.20205998420715332,4196,0.7310549777117384,0.7310549777117384
1,DT,0.8,14.260674238204956,22.759420156478882,7201,0.7407132243684993,0.7407132243684993
1,BC,0.9,6.271066188812256,4.949722766876221,0,0.7579570688378978,0.7542561065877128
1,LR,0.9,62.063233375549316,0.19004106521606445,4465,0.7535159141376758,0.7535159141376758
1,MNB,0.9,54.99567270278931,0.1944561004638672,4198,0.7446336047372317,0.7446336047372317
1,DT,0.9,16.671645402908325,30.82085633277893,3977,0.7549962990377498,0.7549962990377498
1,BC,1.0,12.811771154403687,9.318357229232788,0,0.7740029542097489,0.7732644017725259
1,LR,1.0,48.657849073410034,0.12802815437316895,4466,0.758493353028065,0.758493353028065
1,MNB,1.0,24.313342809677124,0.12402868270874023,4199,0.7444608567208272,0.7444608567208272
1,DT,1.0,11.936383962631226,18.402609825134277,7397,0.7658788774002954,0.7658788774002954
2,BC,0.1,3.349309206008911,3.677105665206909,0,0.6555755395683454,0.6483812949640287
2,LR,0.1,3.3162646293640137,0.22205018997192383,8013,0.5908273381294964,0.5908273381294964
2,MNB,0.1,2.866621971130371,0.21905231475830078,7543,0.6160071942446043,0.6160071942446043
2,DT,0.1,0.796328067779541,10.492828369140625,6374,0.5422661870503597,0.5422661870503597
2,BC,0.2,3.3247902393341064,3.138665199279785,0,0.6795398520953163,0.6787181594083813
2,LR,0.2,6.337786436080933,0.09202170372009277,4415,0.6606409202958093,0.6606409202958093
